code,name,address,latitude,longitude,summary,description,휴무일,운영시간,imageUrl,category
P0078,갤러리 미즈,서울특별시 종로구 삼일대로 461 (경운동) 101동 B105,37.57559548,126.985829,갤러리 미즈은(는) 서울의 대표적인 명소입니다.,갤러리 미즈은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0079,갤러리 상,서울 강서구 등촌로13자길 74,37.53737622,126.8542182,갤러리 상은(는) 서울의 대표적인 명소입니다.,갤러리 상은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0080,갤러리 서림,서울특별시 강남구 학동로 523,37.52011672,127.0560704,갤러리 서림은(는) 서울의 대표적인 명소입니다.,갤러리 서림은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0081,갤러리JJ,서울특별시 강남구 압구정로30길 63 (신사동),37.52324931,127.0291583,갤러리JJ은(는) 서울의 대표적인 명소입니다.,갤러리JJ은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0082,갤러리도올,서울특별시 종로구 삼청로 87 (팔판동) 2층,37.58323227,126.981677,갤러리도올은(는) 서울의 대표적인 명소입니다.,갤러리도올은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0083,갤러리에스피,서울특별시 용산구 회나무로44가길 30,37.53830697,126.9942914,갤러리에스피은(는) 서울의 대표적인 명소입니다.,갤러리에스피은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0084,갤러리조선,서울특별시 종로구 북촌로5길 64 (소격동) 지하 1층,37.57994461,126.9814727,갤러리조선은(는) 서울의 대표적인 명소입니다.,갤러리조선은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0085,거북선나루터,서울특별시 용산구 이촌동 302-183,37.5182079,126.9676345,거북선나루터은(는) 서울의 대표적인 명소입니다.,거북선나루터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0086,건국대학교 박물관,서울특별시 광진구 능동로 120,37.53918267,127.0747119,건국대학교 박물관은(는) 서울의 대표적인 명소입니다.,건국대학교 박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0087,건국대학교 상허기념도서관,서울특별시 광진구 능동로 120 (화양동),37.53918267,127.0747119,건국대학교 상허기념도서관은(는) 서울의 대표적인 명소입니다.,건국대학교 상허기념도서관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0088,건청궁,서울특별시 종로구 사직로 161 (세종로),37.57590409,126.9768421,건청궁은(는) 서울의 대표적인 명소입니다.,건청궁은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0089,겸재정선미술관,서울 강서구 양천로47길 36,37.57221711,126.8384745,겸재정선미술관은(는) 서울의 대표적인 명소입니다.,겸재정선미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0090,경교장,서울 종로구 새문안로 29,37.56836251,126.9680524,경교장은(는) 서울의 대표적인 명소입니다.,경교장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0091,경국사(서울),서울특별시 성북구 보국문로 113-10 (정릉동),37.61495948,127.0045518,경국사(서울)은(는) 서울의 대표적인 명소입니다.,경국사(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0092,경기여고 경운박물관(서울),서울특별시 강남구 삼성로 29,37.48695452,127.0661236,경기여고 경운박물관(서울)은(는) 서울의 대표적인 명소입니다.,경기여고 경운박물관(서울)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0093,경리단길,서울특별시 용산구 이태원동 210-65,37.54000507,126.9923868,경리단길은(는) 서울의 대표적인 명소입니다.,경리단길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0094,경복궁,서울 종로구 사직로 161,37.57761329,126.9768979,경복궁은(는) 서울의 대표적인 명소입니다.,경복궁은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0095,경성 부민관 폭탄 의거지,서울특별시 중구 세종대로 125 (태평로1가),37.56756983,126.9765445,경성 부민관 폭탄 의거지은(는) 서울의 대표적인 명소입니다.,경성 부민관 폭탄 의거지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0096,경의선숲길,서울 마포구 동교동 190-1,37.55880348,126.9253385,경의선숲길은(는) 서울의 대표적인 명소입니다.,경의선숲길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0097,경의선책거리,서울특별시 마포구 와우산로37길 35,37.55643812,126.9290359,경의선책거리은(는) 서울의 대표적인 명소입니다.,경의선책거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0098,경인미술관,서울 종로구 인사동10길 11-4,37.57442063,126.9854422,경인미술관은(는) 서울의 대표적인 명소입니다.,경인미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0099,경찰혼,서울특별시 영등포구 국회대로 608 (당산동3가),37.52598937,126.9011933,경찰혼은(는) 서울의 대표적인 명소입니다.,경찰혼은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0100,경춘선숲길,서울 노원구 공릉동 320-2,37.62069181,127.078706,경춘선숲길은(는) 서울의 대표적인 명소입니다.,경춘선숲길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0101,경희궁,서울 종로구 새문안로 45,37.57078815,126.9686491,경희궁은(는) 서울의 대표적인 명소입니다.,경희궁은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0102,경희궁 흥화문,서울특별시 종로구 새문안로 55 (신문로2가),37.57049685,126.9710752,경희궁 흥화문은(는) 서울의 대표적인 명소입니다.,경희궁 흥화문은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0103,경희궁공원,서울특별시 종로구 새문안로 55 (신문로2가),37.57049685,126.9710752,경희궁공원은(는) 서울의 대표적인 명소입니다.,경희궁공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0104,경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26 (회기동),37.59394914,127.054891,경희대학교 자연사박물관은(는) 서울의 대표적인 명소입니다.,경희대학교 자연사박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0105,경희대학교 중앙박물관,서울 동대문구 경희대로 26,37.24101721,127.0797115,경희대학교 중앙박물관은(는) 서울의 대표적인 명소입니다.,경희대학교 중앙박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0106,계남근린공원,서울특별시 양천구 중앙로17길 21 (신정동),37.509713,126.855481,계남근린공원은(는) 서울의 대표적인 명소입니다.,계남근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0107,계동배렴가옥,서울특별시 종로구 계동길 89 (계동),37.58129707,126.9866535,계동배렴가옥은(는) 서울의 대표적인 명소입니다.,계동배렴가옥은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0108,고당기념관,서울특별시 중구 수표로 48-2 (저동2가),37.56545855,126.9900954,고당기념관은(는) 서울의 대표적인 명소입니다.,고당기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0109,고덕 수변생태공원,서울 강동구 고덕동 374-1,37.57089445,127.1561662,고덕 수변생태공원은(는) 서울의 대표적인 명소입니다.,고덕 수변생태공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0110,고려대학교 박물관,서울특별시 성북구 안암로 145 (안암동5가),37.58870342,127.0316983,고려대학교 박물관은(는) 서울의 대표적인 명소입니다.,고려대학교 박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0111,고척근린공원,서울 구로구 고척동 산 9-14,37.50516842,126.8523005,고척근린공원은(는) 서울의 대표적인 명소입니다.,고척근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0112,고척동 고인돌,서울특별시 구로구 고척동 산 8,37.50928444,126.8501216,고척동 고인돌은(는) 서울의 대표적인 명소입니다.,고척동 고인돌은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0113,고촌이종근기념관,서울특별시 서대문구 충정로 8,37.5597337,126.9632067,고촌이종근기념관은(는) 서울의 대표적인 명소입니다.,고촌이종근기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
